THE	Dv
BIGFOOT	N
MYCOBACTERIUM	N
IRRITATED	VA
DESPISE	tV
FRESCO	NV
RUNDOWN	N
AUTEUR	N
CUSTARD	N
GIZMOS	p
BRANCHED	A
SHIPBUILDING	N
MILDEW	NV
FROWN	itNV
FULFILMENT	N
STEELS	p
PRIVY	AN
CARETAKER	N
MYSTIQUE	N
FEEBLE	A
GENTILE	AN
TROUSER	N
SEPIA	NA
VALENCE	N
DETERIORATED	ti
DROITS	p
BRAVA	!N
DISOBEDIENCE	N
GAT	VN
UNPACK	Vt
DIVINATION	N
HAW	N!iV
NATIONALITIES	p
CULTIVATING	t
SQUAMOUS	A
TRIUMPHANT	A
SUPERBLY	v
CHIANTI	N
HOMBRES	p
DOMESTICALLY	v
CONSTRAIN	tV
REFINERIES	p
WHOMEVER	r
DAMPER	N
SIDELINES	p
BOBS	NAt
FORGIVING	A
UNPLANNED	tA
MADMAN	N
SLUMBER	itNV
SHIMMERING	A
RIGIDITY	N
BANE	N
RUDD	N
CHIPPED	VA
PELVIS	N
POTLUCK	N
ANE	DrNA
CREAMER	N
TUMBLING	VNA
COLUMBINE	NA
FLEDGED	AV
HOURGLASS	N
DORMITORY	N
CONFISCATED	VA
DISCHARGING	V
GUNMEN	p
POLLACK	N
HOYLE	N
AROUSAL	N
UNNOTICED	A
RIDICULE	NtV
THAW	ViN
INHIBITING	A
REINSTATED	t
INTERSECT	V
MAMMARY	A
GARNISH	tNV
PEELING	NA
LEVIS	N
BLINDLY	v
UNINTENTIONAL	A
REPERTORY	N
CONVEYANCING	N
ECHINACEA	N
BENE	vN
HAH	!
HALIBUT	N
FIFTIES	pN
SILVERWARE	N
GOODY	!N
IDEOLOGIES	p
SCULPTED	A
DUGOUT	N
BATTLESHIP	N
TALISMAN	N
REBUTTAL	N
SHUN	V
UNDERSIDE	N
BLACKWOOD	N
ALUMNUS	N
ARCHEOLOGY	N
FRISBEE	N
GIGGLE	iNV
HYPERACTIVITY	N
SEAGULL	N
POLOS	N
DEFORESTATION	N
ANNEALING	N
PERVERSE	A
GLITTERING	A
CASKET	NV
DICKEY	NA
DETOUR	NV
CARPETING	N
EUKARYOTIC	A
HUSBANDRY	N
VISIBLY	v
DEFUNCT	A
RESECTION	N
DIOXIN	N
UNVEIL	tV
BRANT	N
LAYOFF	N
DECODED	V
DODGER	N
MERCIFUL	A
TUN	VN
KINSHIP	N
SPRINGTIME	NA
EUPHORIA	N
ACUITY	N
POPPER	N
TRANSMITTAL	N
HEMLOCK	N
SERIALIZED	t
UNCANNY	A
STRINGER	N
JAB	VN
STORK	N
INTRAMURAL	A
CONCEDE	Vt
COMBUSTIBLE	AN
FALLACY	N
WAISTBAND	N
NOXIOUS	A
TUNIC	N
FARCE	Nt
DROWSINESS	N
METASTASIS	N
GREENBELT	N
LUNATIC	AN
REACHABLE	A
RADIOACTIVITY	N
AUCTIONEER	NtV
HOWDY	!N
HAGGARD	AN
REORDER	tNV
MANGER	N
LOGARITHMIC	A
YEARNING	NA
SANDALWOOD	N
WHACK	tN!V
DRONE	NiV
ESTEEMED	A
GODLY	A
SPIRE	Nit
DISTILLATION	N
EDGING	NA
DECONTAMINATION	N
EUCLIDEAN	A
SALINA	N
ANTIDOTE	N
CARICATURE	NtV
FORMALISM	N
SHROUD	NtV
ACHING	VNA
STEAD	Nt
RECOIL	ViN
EYEPIECE	N
RECONCILED	tA
DAZE	tNV
RAISIN	N
BOBCAT	N
FREEHAND	Av
JAMMING	VN
APPLICATOR	N
MEZZANINE	N
NAMELESS	A
TROT	VN
ZED	N
HUMIDIFIER	N
MUSICALLY	v
INTENSIFY	Vt
HARMONIES	p
MAINSTAY	N
ACCUMULATING	V
INDEBTED	A
BREATHED	A
MUCOSA	N
DACHSHUND	N
SYRINGES	p
STONEY	A
CULPRIT	N
TRANSACT	V
WOK	N
SLICING	VN
REPRODUCIBLE	A
SPICED	V
SKYDIVING	N
NICKS	N
PUNCTURE	NtV
LIGHTEN	Vit
PAMPER	tV
PRACTISED	A
CANTEEN	N
NINETIES	pN
HYSTERICAL	A
DISINFECTION	N
PERFUSION	N
DARKENED	A
REQUISITION	NtV
POSTSEASON	A
SHRUG	VN
ENCHANTMENT	N
SMOOTHIE	N
COVEY	N
PUNISHER	N
DONNE	N
TABBED	V
LOATHING	N
ROADRUNNER	N
WOOF	N!i
OMINOUS	A
PARLOUR	N
QUIETER	N
POKING	VN
BUYOUT	N
ADRENERGIC	A
BOTTLING	V
CALDERA	N
BASEMAN	N
WRESTLE	VitN
ENTRENCHED	A
RECTIFY	V
VIRTUOUS	A
ASTER	N
TRANSPARENCIES	p
DAVY	N
DECIPHER	tV
INCAPACITY	N
MITTENS	N
OVERKILL	N
EFFORTLESS	A
HYDROELECTRIC	A
ENS	N
CRANIAL	A
HINDSIGHT	N
WRECKED	A
WINCE	iNV
ORIENTATED	tiA
FRIENDLINESS	N
INVINCIBLE	A
HEALTHIEST	A
DEITIES	p
WOT	V
TRICKLE	ViN
DISAPPROVE	itV
ERRATIC	AN
FAMILIARIZE	tV
SPOUSAL	NA
INSUFFICIENCY	N
MALLARD	N
AIRMAN	N
NEUROBIOLOGY	N
DIAMANTE	N
FORAGING	VN
WHAM	NtivV
BARM	N
PREMIERED	V
MITRE	Nt
TONNAGE	N
CIRCULATORY	A
CENTERLINE	N
CONTINUANCE	N
HISTONE	N
UNRECOGNIZED	A
TOTALLING	V
AFFECTIONATE	A
TRANSLATIONAL	A
UNIMPORTANT	A
GRUDGE	NtV
INTERSTITIAL	AN
ZOOLOGICAL	A
HELICAL	A
FONDUE	N
WINDSCREEN	N
WETTING	AN
SUPERSONIC	A
BOSOM	NtVA
FOOTHILL	N
BLACKBIRD	Nt
CAUSATION	N
PERSECUTED	tA
DECIDUOUS	A
PHOTOSYNTHESIS	N
STRAIGHTEN	V
CONVOCATION	N
PRECAUTION	N
EMPIRICALLY	v
DETERIORATING	tiA
FASCIA	N
PHILANTHROPIC	A
LAYERING	N
GERIATRICS	N
STRATIFIED	VA
PICKY	A
CRITTER	N
EMPHASISE	tV
MOORING	N
ENDOSCOPY	N
CUTANEOUS	A
LUMEN	N
AIRWAVES	p
JAGGER	N
FORGERY	N
DRAWSTRING	N
INFREQUENT	A
MULL	tNV
SUPERPOWER	N
RECLINER	N
INCISION	N
ADJUSTER	N
JUMBLE	VtN
IMPECCABLE	A
COGNAC	N
WADING	VN
CHARACTERIZING	t
GAGGING	V
IMITATE	tV
GRASPING	AN
CYCLIST	N
MORTUARY	NA
MAGNETO	N
CRUNCHY	A
BODE	Vt
SEALANT	N
RIGHTFUL	A
ROTO	N
SCARECROW	N
EXTRACURRICULAR	A
PIOUS	A
UTTERANCE	N
UNDEVELOPED	A
BASALT	N
UNDISPUTED	A
TONAL	A
BROCADE	NtV
ASHTRAY	N
SEAWEED	N
PSYCHOANALYSIS	N
HESITANT	A
POCO	Av
MICROCHIP	N
CANDLELIGHT	N
VOTIVE	A
MODULO	v
ANTLER	N
NANCE	N
BABBLE	VitN
PESSIMISTIC	A
QUID	N
SHORTWAVE	NAit
DIVERSIFY	V
QUATERNARY	AN
SUBTRACTED	A
HUGGING	VN
POSTMAN	N
OVERBOARD	v
FAITHLESS	A
PREHEAT	tV
FOGGY	A
SHONE	V
POTPOURRI	N
CRITICIZING	V
LEAFY	A
PASSIONATELY	v
STROKING	NV
SIGNATORY	NA
ENERGIZED	V
MATURED	A
NEEDLEPOINT	N
DOLOR	N
DISALLOW	tV
PROCURED	V
EXCELLENCY	N
KILO	N
JUSTIFYING	V
SHOEBOX	N
TROVE	N
EASED	VA
SLAY	V
DEPRIVE	tV
KREMLIN	N
FILER	N
APOLOGETICS	N
LUSTY	A
THREONINE	N
ENCEPHALITIS	N
VIRTUOSO	NA
BUZZING	A
DAUPHIN	N
STEED	N
PARAFFIN	Nt
STIMULANT	NA
ANAMORPHIC	A
SUBSPACE	N
REALISING	V
MILLET	N
INVERT	VtN
PRESSURED	V
VERMILION	NVA
GRINNED	V
DISJOINT	VtA
CHECKBOOK	N
ENLIGHTENING	A
ENDLESSLY	v
HASTY	A
DEXTERITY	N
PUZZLING	VA
DIESES	pN
REINCARNATION	NA
HOLOGRAM	N
MACULAR	A
SCRAPE	VtiN
PRIZED	Vt
ARRESTING	A
BEWITCHED	A
HOMBRE	N
MUNCH	V
RESUMPTION	N
INTIMIDATED	tA
BIDIRECTIONAL	A
TRAITOR	N
CLOVE	NV
ILLITERATE	AN
STARFISH	N
HEARTBREAK	N
BORDERED	A
MALLET	N
LEECH	NtV
MYLAR	N
GIVER	N
DISCONTENT	NAtV
CONGESTIVE	A
SCHILLING	N
BATTLEGROUND	N
TECTONIC	A
EQUATE	Vi
PUNISHING	A
SEEDLING	N
PATHOLOGIST	N
MOUTHPIECE	N
PARR	N
NYMPH	N
REASSURING	A
LENO	N
PREDICTABILITY	N
PAJAMA	N
ADENOCARCINOMA	N
TONING	V
GESTATIONAL	A
SNOWBALL	NitV
PREMATURELY	v
FUELING	VN
FRAIL	AN
ADVENTURER	N
ORTHOPAEDICS	N
IRRADIATED	V
AWFULLY	v
MAYFLOWER	N
ARCHED	A
CURFEW	N
ENLIST	Vti
BREE	N
EXEMPLIFIED	t
STYLISTIC	A
CORNEAL	A
PROFANE	AtV
CRUSHER	N
MACARONI	N
DICTATION	N
SWANK	iNAV
ROBBER	N
EVACUATE	Vt
CONVENIENCES	N
ROVING	NVA
DRINKER	N
SOFTENED	A
MODELER	N
LINGER	V
FILLET	NtV
MAAR	N
CREATIONISM	N
CHURN	NV
DORK	N
NIMBUS	N
NOG	N
PSYCHOSIS	N
FIRSTHAND	vA
MADRE	N
IMPART	tV
AGS	N
MUTED	VA
TURBIDITY	N
CONCOMITANT	AN
OCEANOGRAPHIC	A
SCAFFOLD	Nt
NONZERO	A
LEISURELY	Av
MAYONNAISE	N
SCAVENGER	N
KAVA	N
ADJUVANT	AN
LIMITLESS	A
SARI	N
PREVENTABLE	A
HANGMAN	N
BUMPY	A
ALEPH	N
MASTERMIND	tNV
VACCINATED	VA
SLOPING	VA
MITT	N
ACCEPTABILITY	N
DISAPPROVAL	N
CRUCIFIED	t
PERMUTATION	N
MULLIGAN	N
UNLUCKY	A
YAWN	itNV
DISTORT	tV
KETCHUP	N
ALIMONY	N
VISCOUS	A
MUN	N
UNAMBIGUOUS	A
LOOSING	N
CANOPIES	p
HANDICRAFT	N
EMPHYSEMA	N
EPISTEMOLOGY	N
PILING	N
SOLOIST	N
REJUVENATION	N
ANACONDA	N
BASILICA	N
AMINE	N
BURLEY	N
WOOFER	N
MILLIMETER	N
LOWLAND	NA
SPAKE	V
FEUD	NiV
SUBORDINATED	V
AWOKE	V
PARKA	N
UNHEARD	A
PRUNE	NV
SCOUSE	N
ENDANGER	tV
CAIRN	N
NOMADIC	A
DECOMPRESSION	N
DISGUSTED	A
GALENA	N
INACTIVATION	N
LYMPHATIC	AN
OLFACTORY	AN
PROLONG	tV
KROON	N
THINLY	v
ROLLBACK	N
WEANING	N
SNOWSHOE	NV
ARABLE	AN
BACKSIDE	N
PARALLELISM	NA
BRUT	A
CANDLEWOOD	N
VERNACULAR	AN
ALKALI	N
MOWING	NV
PAINKILLER	N
NUTTY	A
FORESEEN	VA
SEVER	Vt
MYELOMA	N
EXPEND	tV
GIST	N
AUNTIE	N
SUBDIVIDED	VA
OSTEOPATHIC	A
VIVIDLY	v
HAPPIEST	A
WILDFLOWER	N
MERINO	NA
RESERVING	V
JELLO	N
INDENTED	A
BARIUM	N
TORIC	A
LOOTING	N
HUMMING	AVN
DISCLAIM	tV
SHEARER	N
HYDROPHOBIC	A
RETURNABLE	A
RESUSCITATION	N
CANCELLING	V
STRATIFICATION	N
REGENERATE	VtA
TITRE	N
TUMBLER	N
ADAGIO	AvN
SUNBURST	NA
BONNE	N
IMPROVISED	VA
RANTING	N
FLING	VN
RAINWATER	N
COMRADE	N
REDEFINING	t
PICCOLO	N
PORCUPINE	N
VERIFIABLE	A
CHOPPING	AV
LOBO	N
HAVENS	N
BACTERIUM	N
SIDELINE	Nt
STABBING	A
METAMORPHOSIS	N
BUSHING	N
LIGAMENT	N
TRANSLOCATION	N
SERIALIZATION	N
WANDERER	N
FLATTENED	A
SPITTING	VN
EIGENVALUE	N
INCONVENIENT	A
SEACOAST	N
CONDUCTANCE	N
CHANCERY	N
RAVING	ANv
LINDY	Ni
PANZER	NA
SOVIETS	N
TWEETER	N
EXECUTOR	N
PONCHO	N
FAERIE	NA
STINGER	N
COLLAPSING	V
TASTELESS	A
TOMAHAWK	NtV
TACT	N
PROJET	N
INSTRUCTIVE	A
MATHEMATICALLY	v
DRIER	AN
CUBICLE	N
SHOVED	V
PAPAYA	N
AUGER	N
MONGOOSE	N
ICONIC	A
SULFIDE	N
CHROMATIC	A
RIFE	A
RALLYING	tNA
GAMBIT	N
DALES	p
POLLED	A
AGNOSTIC	NA
EMPTIED	A
DENOUNCED	t
DELUSION	N
JOGGER	N
OCCLUSION	N
VERITY	N
TURRET	N
REINVESTMENT	N
CHATTERBOX	N
PRECEDE	Vt
SILO	N
POLYSTYRENE	N
JODHPUR	N
INTELLIGENCER	N
PLURALISM	NA
TETANUS	N
NEUROMUSCULAR	A
CARIBE	N
ERAS	N
HIKER	N
STRATEGIST	N
ZLOTY	N
OSMOSIS	N
PRIMING	N
SULPHATE	Nt
SOOTHE	tiV
MARIPOSA	N
BOCK	N
CLANDESTINE	A
LEARY	A
SLURRY	N
TAMPER	iNV
PUGH	N
BERETTA	N
CHIROPRACTOR	N
VIBRATIONAL	A
HEATHEN	NA
OBSIDIAN	N
UNDULY	v
WINGER	N
RIGGED	VA
DOMICILE	NV
CHARGEABLE	A
FANNING	V
SPURRED	AV
OPTIMISE	N
PEREGRINE	AN
CRUMB	NtAV
FOSTERED	A
CULMINATION	N
GUILDER	N
COMPARATOR	N
MEND	tiNV
THEORETIC	A
SEALER	N
SLEAZY	A
SOFTENING	NA
ONSTAGE	vA
WATERPROOFING	N
RIEL	N
PINKY	N
INVERTEBRATE	NA
REBELLIOUS	A
TASTEFULLY	v
CAPO	N
GRATE	tNV
EXORCISM	N
MIM	A
CULTIVAR	N
TEAMMATE	N
DISEASED	A
SEQUENCER	N
GRANDPARENT	N
DEMONIC	A
DEDUCED	t
COLLABORATIVELY	v
BUTTOCKS	N
UNMANNED	A
RAINBOWS	N
BOUNTIFUL	A
SUPERCONDUCTING	A
SPECTROSCOPIC	A
ARMPIT	N
RATIFY	V
MEW	iNtV
WORSENING	NA
METALWORKING	N
GROUNDHOG	N
GINKGO	N
FIEND	N
DRAPERY	N
DECEDENT	N
DIMETHYL	N
MUZZLE	NtV
ENTRANT	N
SCHOOLHOUSE	N
TELESCOPIC	A
LACTATE	NiV
MONORAIL	N
RETRIBUTION	N
BOOKWORM	N
SABBATICAL	AN
SKEPTIC	NA
SLANDER	NV
BASING	V
FIRESIDE	N
ONSHORE	Av
DISPOSING	V
WICKS	N
SUFFRAGE	N
FORTIFYING	VA
SLEEPLESS	A
KINESIOLOGY	N
TERN	N
STORYBOOK	NA
WATERED	A
LASS	N
TAUPE	N
VENTURED	V
HOOKUP	N
RECITE	Vt
SEAWATER	N
KNEELING	VNA
NEGATION	N
DISMAY	tNV
ROTA	N
SMELLED	V
JUTE	N
PRINTMAKING	N
PRIM	AV
RECONSTRUCTIVE	A
BOOKSHELVES	p
TRESPASS	iNV
CONCILIATION	N
GLYCEROL	N
GROOMED	A
LEAPING	NA
IMPUNITY	N
SUNKEN	VA
INAUGURATED	t
ITEMIZED	t
INFERNAL	AN
DEFAMATORY	A
PANG	N
SWAG	NV
PAMPERED	A
YAP	VN!
PYREX	N
INQUIRING	AN
PRAISING	VA
MOMENTARY	A
COMMEMORATION	N
PSYCHOLOGICALLY	v
HOLSTEIN	N
INTERDEPENDENCE	N
SERPENTINE	AN
SUNDRY	DrNA
THEREFROM	v
HYDROLOGICAL	A
WRECKING	N
PIQUE	NVtA
BREWERIES	p
FORECASTER	N
QUICKIE	N
SWORE	V
PARABOLIC	A
BOREAL	A
BANKROLL	NtV
BIOASSAY	NtV
TABULATION	N
JOURNEYMAN	N
ENLIGHTEN	tV
TRIER	N
ARBITRAGE	NV
FLASHY	A
PROWESS	N
DOGWOOD	N
TRAMPLING	NA
SIGNET	Nt
CONVERGENT	A
DIGESTED	A
TRUMPETS	pN
EQUIVALENCY	N
SEDATION	N
MANHOOD	N
CANNIBAL	N
OBLIVIOUS	A
HARMONICS	N
LAVATORY	N
ROUGHNESS	N
WILCO	!
SNAPPING	VA
CAULIFLOWER	N
FEUDAL	A
TORNADOES	p
UNBEARABLE	A
PERPETRATED	t
EON	N
SYLLABI	N
LIVRE	N
MOZZARELLA	N
MANO	N
UTA	N
SECTARIAN	AN
YONKERS	N
FATHOM	NtV
REPUBLISH	t
ENDOSCOPIC	A
APPRECIATIVE	A
INNUMERABLE	A
NOTICEABLY	v
SYNCHROTRON	N
TET	N
MEMORIZE	tV
VOLUMETRIC	A
ATONEMENT	N
EXTANT	A
UNMASK	Vt
CHISEL	NV
HYPERPLASIA	N
MYSTERIOUSLY	v
WAYWARD	A
LEGIT	AN
REDNESS	N
DREAMLAND	N
SCRAPPED	Vi
ORPHANAGE	N
ILLUSTRIOUS	A
ERASURE	N
FISHY	A
INTOXICATION	N
GLIMMER	iNV
MATERIEL	N
BLOODED	A
DAW	N
WHIM	N
TEDDIES	pN
UPSILON	N
SIZABLE	A
COENZYME	N
FILMY	A
TIMID	AN
AFTERLIFE	N
TAMPERING	N
COUNTERPOINT	NtV
MAGICALLY	v
PIED	A
THYSELF	r
WRISTBAND	N
CHILLER	N
ROOTING	N
PRETENDED	A
NIGH	AvP
THEREWITH	v
INTERMENT	N
WORTHING	N
PARTITIONED	A
SUMP	N
SUCROSE	N
POPULOUS	A
MODESTY	N
CORTISOL	N
BANSHEE	N
ZEST	NtV
SUMPTUOUS	A
CHRONICALLY	v
UNENFORCEABLE	A
FISHEYE	N
WAYSIDE	N
SPOTLESS	A
GERONTOLOGY	N
PREDATION	N
EXACERBATED	t
INFESTATION	N
LINEARITY	N
STYLIST	N
POROSITY	N
SPRAYER	N
CORBY	N
BARBED	A
PROGNOSTIC	AN
UNREGULATED	A
DONA	N
LUSTRE	NV
HADITH	p
LOBOS	p
ECSTATIC	AN
REPORTABLE	A
CAROTENE	N
BLASPHEMY	N
WISP	Nit
COUNTENANCE	NtV
SKINNING	V
COMPACTION	N
METHIONINE	N
SIFT	tiV
OOZE	itNV
FORSAKEN	VA
HANGOUT	N
AMNESIA	N
BIGOTRY	N
LEAKY	A
MENSWEAR	N
ACTUATE	tV
CAPOTE	N
MOLAR	NA
FUME	itNV
SUNGLASS	N
AFLOAT	vA
BRUISED	VA
FLATTERING	A
ENGROSSED	A
ACCRETION	N
IMPEACH	tV
ATROPHY	NV
BULLPEN	N
BRAG	VNA
DYSPLASIA	N
UTOPIAN	NA
TOTALITY	N
CIRCUMVENT	tV
EPIDERMAL	A
AUTOPILOT	N
DECRYPT	t
BATIK	NV
NEGOTIATOR	N
MUFF	NVt
ODOUR	N
SNAG	NV
EXCAVATED	t
SMOOTHED	A
REPLACEABLE	A
FORINT	N
NUDISM	N
FORMULARY	NA
GULCH	N
STRIPING	VN
EXCAVATING	t
RECOVERIES	p
IRREVOCABLE	A
GRACIOUSLY	v
WHIPLASH	N
RADIATED	V
TAKEOFF	N
WIGGLE	VN
HENNA	NtV
BRIBE	VN
PROPEL	V
YANK	VN
OUTSPOKEN	A
SHAG	NVt
ASYMMETRICAL	A
TROLLEYS	p
INTERLOCKING	NA
VERILY	v
DOPED	VA
HEADBAND	N
ARDENT	A
OUTPERFORM	t
HARMONIZATION	N
FORCIBLY	v
DIFFERENTIATING	V
WIDEBAND	A
SHIMMER	iNV
TREMOR	NiV
RESTRUCTURED	V
AERODYNAMIC	A
EVALUATIVE	A
EXTRAVAGANT	A
ASTUTE	A
LOGBOOK	N
INFLICT	tV
INVALIDATE	tV
RIDICULOUSLY	v
LEGIBLE	A
DISREGARDED	A
SALTED	A
CAUSALITY	N
TILING	N
ETHNOGRAPHIC	A
ATTRACTIVENESS	N
DOUBLY	v
CALAMITY	N
FANDANGO	N
CATALYSIS	N
LISLE	N
FIANCE	N
SPRAWLING	NA
VULTURE	N
MISLEAD	V
WRONGDOING	N
VENTRAL	A
RETARD	tNV
CANTO	N
COMMANDOS	p
GERMANIC	AN
HARASSED	A
REPEATABLE	A
DISCRIMINATED	V
WEEKENDER	N
CAVENDISH	N
QUANTIZATION	N
SURFACING	VN
REVERED	tA
TRANSPONDER	N
DISLOCATION	N
SHINGLE	NtV
IGUANA	NA
GLARING	A
CHOKER	N
ECOLOGICALLY	v
CONQUERING	NA
SPACESHIP	N
HARASS	tV
MEDITATE	iV
TUNICA	N
AORTA	N
UNCONFIRMED	A
DENOMINATED	t
DEGENERATIVE	A
DELVE	V
OSTENSIBLY	v
CRIMP	tNV
OREGANO	N
DRIZZLE	NitV
BRACING	AN
HANDLEBARS	p
BLACKMAIL	NtV
PLAYTIME	N
CRITICALITY	N
GEOSCIENCE	N
REMORSE	N
CLOUT	NtV
DEFERRAL	N
WAG	VN
FECES	pN
FELLA	N
MOUNTAINEER	NiV
BUTE	N
PONDERING	A
QUINTESSENTIAL	A
STOCKPILE	VN
HETERO	A
METEORITE	N
PURPOSELY	v
WORSHIPPED	VA
LUCIFER	N
EXTRUDED	V
UNHOLY	A
LAKH	N
PHAGE	N
SPECTACLES	pN
HAJJ	N
KNITWEAR	N
SPAT	NV
APOCALYPTIC	A
HENCEFORTH	v
ESTUARINE	A
STRAPPING	A
SOCIALIZATION	N
EXPEDIENT	AN
UNCONDITIONALLY	v
CAVING	N
ALKYL	N
ARTICHOKE	N
LEASEHOLD	N
LIVERY	NA
RECAPTURE	tNV
CHEVALIER	N
HAIRDRESSING	N
INCOMPATIBILITY	N
NAVIGABLE	A
MICROCOMPUTER	N
MILIEU	N
DISCIPLESHIP	N
MAGNIFIER	N
INJURE	tV
KNUCKLES	N
INTERMISSION	N
ABLATION	N
NUTCRACKER	N
AMAZEMENT	N
MEDUSA	N
PAGODA	N
PRIMED	A
KEG	N
INDENTATION	N
HAZMAT	N
ENSUED	i
AHEM	!
JUSTLY	v
RETARDANT	NA
BARRAGE	NtV
OVERHEADS	p
PIS	p
BUOYANCY	N
CURLED	A
DERMAL	A
SIZEABLE	A
HEAVIEST	A
TENDERLOIN	N
ESPLANADE	N
FRANCOPHONE	NA
CONICAL	A
MOCKING	A
ETYMOLOGY	N
RACCOON	N
SHRINKAGE	N
CHEAPLY	v
ALLEGE	tV
DRAPED	VA
SUBTLY	v
MANSLAUGHTER	N
CALIBRATE	tV
CONSORT	VitN
SHAD	N
SERRANO	N
NIACIN	N
BIBLIOGRAPHICAL	A
FLEETING	A
GLYPH	N
MARINATED	t
URBANIZATION	N
SKYSCRAPER	N
PLUMB	NAvV
NEEDLEWORK	N
SUBMERSIBLE	AN
CONDENSATE	N
CABALLERO	N
UNDEFEATED	A
KINO	N
CHUCKLE	iNV
UNFOLDED	A
UNIFY	V
DISSIDENT	AN
BRIAR	N
WAVY	A
SWAPPED	V
STENT	N
VERMILLION	A
ANGIOGRAPHY	N
SPECIALISATION	N
BLOATED	A
PLASTICITY	N
MANTEL	N
CRUX	N
ARMBAND	N
DISORDERED	A
BELATED	A
STEMMED	A
LEK	N
CARTOONIST	N
FLOTATION	N
WINDER	N
PARALYZED	A
DETERRENCE	N
JUNTA	N
SHRUNK	VA
CRAMMED	V
AARDVARK	N
COSMOLOGICAL	A
ISOTOPIC	A
HATCHET	N
UNSUSPECTING	A
UNDERSTATED	tA
OBIT	N
AMPHETAMINE	N
GROUT	NtV
WINDFALL	N
KILOMETRE	N
COMPANIONSHIP	N
CREEPER	N
ILLEGITIMATE	AN
CURIE	N
SLAG	NV
SKIT	N
UNDISTURBED	A
TRANSCENDENTAL	A
HOCKING	N
PRERELEASE	N
FEMORAL	A
VISCERAL	A
FRUCTOSE	N
COMPLICATE	VA
EXTINGUISHER	N
FLEDGLING	NA
TRAVERSAL	N
SKILLFUL	A
MIDFIELD	N
COMPENSATING	V
PROSTHESIS	N
OVERRATED	t
REASONABLENESS	N
NUANCES	p
KNUCKLE	NtiV
KELP	N
TAKER	N
BASTION	N
SCRAPING	VN
TUPELO	N
GYPSIES	p
CONCURRING	iA
BATT	N
ASSEMBLAGE	N
BACKSEAT	N
WATERY	A
SUBMENU	N
KWACHA	N
COILED	A
SIPPING	VN
SANDPIPER	N
VAMP	NVt
CHEERFULLY	v
ESTUARIES	p
PALEONTOLOGY	N
SLEDGE	NV
STEPPER	N
GILDED	At
UNBROKEN	A
SUPERHEROES	p
TROPIC	NA
CONDEMNING	A
URETHANE	N
ENTOURAGE	N
IOTA	N
REALIST	N
GEOCHEMISTRY	N
REFLECTIVITY	N
SCORN	NVt
WHIRL	ViN
PERVERT	VtN
ASYMPTOMATIC	A
HUMILIATING	tA
CIRCLED	V
WITHERS	pN
SPROUT	ViN
ELICITED	A
SWIRLING	A
CAMPOS	p
EVIDENTIARY	A
CLINGING	V
BUNCHES	p
BAGGED	NV
SYNTHESIZE	tV
DEVIATE	ViNA
BLACKENED	A
WHEREUPON	Cv
RACIALLY	v
STINKY	A
EXPERTLY	v
HOSTILITIES	p
ATELIER	N
COLLOIDAL	A
GUARANTOR	N
IMPERIALIST	NA
TIBIA	N
PENNED	VA
CONTE	N
VENTURI	N
SUNDRIES	pN
LINEBACKER	N
IRREDUCIBLE	A
VERIFIER	N
THROBBING	VNA
SLEEPERS	N
SOLACE	NtV
PESKY	A
SALVIA	N
UNLOADED	A
PROJECTILE	NA
DUMA	N
HANDCUFFS	N
SCRIPTED	A
STUCCO	NV
POSADA	N
INTRINSICALLY	v
IMPERVIOUS	A
REAUTHORIZATION	N
FLOURISHING	A
PITA	N
PALATINE	AN
MOTORIST	N
PERITONEAL	A
FREEBIE	NA
LOWES	N
CARNATION	NA
PUBLICIZE	tV
KANGAROOS	p
BULIMIA	N
INTROS	p
LADYBUG	N
ANALYSER	N
SLUM	NViA
RUFFLE	VtNi
ALGORITHMIC	A
RECTIFIER	N
BASSOON	N
KNACK	N
RIVET	NtV
HYDROPOWER	N
AGGIE	N
DENOMINATIONAL	A
GRUNT	iNV
SPREADER	N
OTOLARYNGOLOGY	N
OCA	N
RAVAGED	VA
WHISTLING	N
UPHOLDING	t
AILING	A
TATTOOED	p
GHOSTLY	A
HIPPOCAMPUS	N
MUTINY	NV
FORESEE	V
RATIONS	p
BITTERLY	v
PERPETRATOR	N
ACTIONABLE	A
CORNEA	N
OVERFULL	A
CLEVERLY	v
MINIBAR	N
KITCHENETTE	N
NUMEROLOGY	N
AMIS	p
NORMALIZE	tV
SISTERHOOD	N
LIGHTENING	N
OVERTURN	VtN
DOIT	N
THOUGHTFULLY	v
TRIPLET	N
RENCONTRE	N
SONICS	N
RISKING	N
INGRESS	N
TENTACLE	N
PREDNISONE	N
SALESPEOPLE	p
MOTILITY	N
DENGUE	N
DURO	N
COMMOTION	N
INCINERATION	N
SHANKS	N
ORGANZA	N
DEDUCE	tV
CENTRALISED	t
UNBREAKABLE	A
BOLTED	A
MATERIALISM	N
ETERNALLY	v
SENSELESS	A
RABID	A
REASSURE	tV
PROBED	V
RESETTING	V
FUNNIES	p
CUMIN	N
POX	N
INERTIAL	A
UNWRITTEN	A
PAYEE	N
CINEMATOGRAPHER	N
PREORDER	N
VENTILATOR	N
JAMMED	VA
MOVEABLE	AN
HOUSEKEEPER	N
PEDIATRICIAN	N
CYMBAL	N
CONVECTIVE	A
AGRARIAN	AN
NOSED	VA
SHOGUN	N
RESCHEDULED	t
SIDESTEP	VtN
PREEMPTION	N
